unique_identifier,listing_amount,amount_funded,lender_yield,borrower_apr,listing_term,listing_monthly_payment,income_range,income_range_description,stated_monthly_income,employment_status_description,occupation,months_employed,borrower_state,borrower_city,prior_prosper_loans,prior_prosper_loans_principal_borrowed,prior_prosper_loans_principal_outstanding,prior_prosper_loans_balance_outstanding,prior_prosper_loans_cycles_billed,prior_prosper_loans_ontime_payments,prior_prosper_loans_late_cycles,prior_prosper_loan_earliest_pay_off,lender_indicator,group_indicator,TUFicoRange,dti_wprosper_loan,CoBorrowerApplication,CombinedDtiwProsperLoan,CombinedStatedMonthlyIncome,prosper_rating
265,6000,6000,0.0969,0.1426,36,195.55,5,"$75,000-99,999",6333.3333,Employed,Nurse (RN),134,AR,Pocahontas,1,15000,0,0,1,1,0,21,0,FALSE,780-799,0.3129,TRUE,0.3129,18833.3333,A
266,4000,4000,0.0909,0.1233,60,85.17,4,"$50,000-74,999",5000,Other,Realtor,313,SC,SALEM,1,6500,0,0,0,0,0,9,0,FALSE,680-699,0.1047,TRUE,0.1047,10000,A
267,25000,25000,0.1379,0.1713,60,592,4,"$50,000-74,999",5373.3333,Employed,Skilled Labor,22,ID,Nampa,2,18000,0,0,0,0,0,32,0,FALSE,700-719,0.1959,TRUE,0.1959,8146.6667,B
268,20000,20000,0.2564,0.2929,60,606.41,3,"$25,000-49,999",3250,Employed,Laborer,188,KY,Russellville,2,17700,0,0,0,0,0,1,0,FALSE,660-679,0.1063,TRUE,0.1063,9000,D
269,15000,15000,0.0974,0.1431,36,489.24,4,"$50,000-74,999",5225,Employed,Skilled Labor,20,CA,CLOVIS,3,43500,0,0,8,8,0,32,0,FALSE,740-759,0.4567,TRUE,0.4567,8325,A
270,22000,22000,0.1684,0.2026,60,556.74,5,"$75,000-99,999",6333.3333,Employed,Social Worker,261,FL,DeBary,1,2500,0,0,0,0,0,18,0,FALSE,720-739,0.1996,TRUE,0.1996,11750,C
271,10000,10000,0.2264,0.275,36,390.44,4,"$50,000-74,999",5416.6667,Employed,Accountant/CPA,175,OR,Redmond,1,3000,0,0,0,0,0,1,0,FALSE,680-699,0.4531,TRUE,0.4531,12916.6667,D
272,15000,15000,0.0974,0.1432,36,489.24,4,"$50,000-74,999",5000,Employed,Other,116,CA,Moreno Valley,1,20000,0,0,0,0,0,4,0,FALSE,760-779,0.35,TRUE,0.35,15000,A
273,15000,15000,0.0969,0.1294,60,323.82,4,"$50,000-74,999",5000,Employed,Professional,13,IN,Shelbyville,1,11000,0,0,0,0,0,0,0,FALSE,760-779,0.1177,TRUE,0.1177,5750,AA
274,10000,10000,0.0969,0.1294,60,215.88,5,"$75,000-99,999",7083.3333,Employed,Nurse (RN),82,TX,San Diego,2,12000,0,0,0,0,0,3,0,FALSE,720-739,0.0767,TRUE,0.0767,17916.6667,A
275,35000,35000,0.1028,0.1355,60,765.88,5,"$75,000-99,999",7500,Employed,Analyst,6,PA,Coraopolis,1,30000,0,0,0,0,0,2,0,FALSE,740-759,0.0765,TRUE,0.0765,20416.6667,A
276,15000,15000,0.053,0.0795,36,458.37,6,"$100,000+",16666.6667,Self-employed,Realtor,182,CA,Santa Cruz,3,34800,0,0,1,1,0,13,0,FALSE,800-819,0.0767,TRUE,0.0767,20833.3333,AA
277,10000,10000,0.1489,0.1826,60,242.6,6,"$100,000+",12916.6667,Employed,Executive,17,CA,GLENDALE,2,20000,0,0,0,0,0,0,0,FALSE,720-739,0.0505,TRUE,0.0505,14500,B
278,15000,15000,0.1279,0.1611,60,347.39,5,"$75,000-99,999",7583.3333,Employed,Other,151,AZ,Gilbert,1,15000,0,0,0,0,0,8,0,FALSE,680-699,0.1249,TRUE,0.1249,13000,B
279,30500,30500,0.1249,0.1581,60,701.64,6,"$100,000+",10833,Employed,Other,173,LA,Lake Charles,1,28000,0,0,0,0,0,19,0,FALSE,740-759,0.3134,TRUE,0.3134,13333,B
280,25000,25000,0.0969,0.1294,60,539.7,3,"$25,000-49,999",4000,Employed,Skilled Labor,447,CO,Colorado Springs,1,7500,0,0,0,0,0,15,0,FALSE,780-799,0.2711,TRUE,0.2711,5691.6667,AA
281,12000,12000,0.1115,0.1443,60,267.84,4,"$50,000-74,999",4648.75,Employed,Fireman,50,UT,Hurricane,1,8900,0,0,0,0,0,24,0,FALSE,780-799,0.191,TRUE,0.191,6482.0833,A
282,15000,15000,0.1089,0.1417,60,332.83,4,"$50,000-74,999",5416.6667,Employed,Laborer,6,IN,Lafayette,2,45000,0,0,1,1,0,17,0,FALSE,740-759,0.0986,TRUE,0.0986,6500,A
283,20000,20000,0.0954,0.1411,36,650.43,5,"$75,000-99,999",7083.3333,Employed,Accountant/CPA,1,FL,Port St. Lucie,2,20000,0,0,1,1,0,30,0,FALSE,720-739,0.3025,TRUE,0.3025,19583.3333,AA
284,12000,12000,0.0969,0.1294,60,259.06,3,"$25,000-49,999",3750,Employed,Nurse (LPN),28,OH,Eastlake,4,29800,0,0,0,0,0,6,0,FALSE,800-819,0.0995,TRUE,0.0995,10000,AA
285,28000,28000,0.0969,0.1294,60,604.47,6,"$100,000+",8384.0833,Employed,Construction,78,MD,Bowie,2,13000,0,0,2,2,0,7,0,FALSE,720-739,0.1954,TRUE,0.1954,11798.3333,AA
286,23000,23000,0.0969,0.1294,60,496.53,6,"$100,000+",11250,Employed,Car Dealer,87,MI,Manitou Beach,25,482600,217258.58,0,0,0,0,7,1,FALSE,760-779,0.3369,TRUE,0.3369,14166.6667,AA
287,13000,13000,0.053,0.0795,36,397.25,6,"$100,000+",12125,Employed,Executive,77,MA,CHARLTON,2,38178,0,0,1,1,0,15,0,FALSE,780-799,0.1379,TRUE,0.1379,17958.3333,AA
288,5000,5000,0.1379,0.1713,60,118.4,5,"$75,000-99,999",6250,Employed,Scientist,109,SC,Liberty,2,28000,0,0,1,1,0,28,0,FALSE,720-739,0.2344,TRUE,0.2344,8666.6667,B
289,10000,10000,0.0999,0.1325,60,217.37,5,"$75,000-99,999",7916.6667,Employed,Accountant/CPA,19,NV,SPARKS,25,297200,157456.62,0,0,0,0,13,1,FALSE,780-799,0.2278,TRUE,0.2278,11666.6667,A
290,14000,14000,0.1279,0.1611,60,324.23,6,"$100,000+",8583.3333,Employed,Teacher,283,CA,Hughson,4,62000,13694.85,0,0,0,0,6,0,FALSE,740-759,0.3794,TRUE,0.3794,12250,B
291,24500,24500,0.1564,0.2035,36,869.11,4,"$50,000-74,999",5552.75,Employed,Other,146,CO,Thornton,2,13500,0,0,0,0,0,27,0,FALSE,700-719,0.3645,TRUE,0.3645,14136.0833,C
292,35000,35000,0.109,0.155,36,1160.83,4,"$50,000-74,999",5928.8333,Employed,Analyst,148,UT,Sandy,1,15000,0,0,1,1,0,30,0,FALSE,720-739,0.3806,TRUE,0.3806,13644.9167,A
293,30000,30000,0.0969,0.1294,60,647.64,6,"$100,000+",9583.3333,Employed,Professional,121,GA,Lilburn,3,31500,0,0,0,0,0,2,0,FALSE,760-779,0.1737,TRUE,0.1737,16666.6667,AA
294,10000,10000,0.0894,0.135,36,322.39,4,"$50,000-74,999",4375,Employed,Social Worker,54,GA,Fairburn,1,10500,0,0,0,0,0,26,0,FALSE,720-739,0.1345,TRUE,0.1345,7446,AA
295,20000,20000,0.1059,0.1386,60,440.76,3,"$25,000-49,999",3500,Employed,Other,125,MA,Gardner,2,28500,11150.51,0,0,0,0,6,0,FALSE,760-779,0.2058,TRUE,0.2058,7063.5833,A
296,4000,4000,0.2129,0.2612,36,153.36,3,"$25,000-49,999",2421.4167,Employed,Clerical,29,FL,Orlando,2,15000,0,0,1,1,0,26,0,FALSE,660-679,0.4367,TRUE,0.4367,8004.75,C
297,20000,20000,0.0804,0.1258,36,636.37,3,"$25,000-49,999",3725,Employed,Skilled Labor,277,MD,Frederick,7,47049,2979.71,0,259,218,5,17,1,FALSE,800-819,0.3079,TRUE,0.3079,9891.6667,AA
298,12300,12300,0.053,0.0794,36,375.86,4,"$50,000-74,999",5833.3333,Employed,Other,7,OK,Southwest Oklahoma City,2,60000,11300.66,0,0,0,0,6,0,FALSE,800-819,0.3127,TRUE,0.3127,11533.3333,AA
299,14000,14000,0.0969,0.1426,36,456.29,5,"$75,000-99,999",7500,Employed,Truck Driver,202,IL,LINCOLN,2,36000,0,0,3,3,0,0,0,FALSE,700-719,0.2355,TRUE,0.2355,9416.6667,A
300,15000,15000,0.0929,0.1253,60,320.85,4,"$50,000-74,999",5750,Employed,Administrative Assistant,299,NM,Las Cruces,3,57000,0,0,1,1,0,18,0,FALSE,740-759,0.1112,TRUE,0.1112,8333.3333,A
301,14000,14000,0.1279,0.1743,36,477.06,6,"$100,000+",11000,Employed,Professional,53,MI,DeWitt,3,70600,1708.33,0,15,15,0,49,0,FALSE,700-719,0.4693,TRUE,0.4693,14125,B
302,10000,10000,0.0959,0.1416,36,325.45,4,"$50,000-74,999",5416.6667,Employed,Teacher,356,GA,Milledgeville,4,70000,0,0,0,0,0,10,0,FALSE,820-850,0.2234,TRUE,0.2234,12083.3333,A
303,20000,20000,0.0969,0.1294,60,431.76,6,"$100,000+",11250,Employed,Executive,206,VA,Elkton,1,20000,0,0,0,0,0,25,0,FALSE,740-759,0.16,TRUE,0.16,19916.6667,AA
304,35000,35000,0.0954,0.1411,36,1138.25,6,"$100,000+",10000,Employed,Engineer - Mechanical,260,NH,Goffstown,1,35000,0,0,7,7,0,27,0,FALSE,760-779,0.332,TRUE,0.332,15541.6667,AA
305,35000,35000,0.0929,0.1254,60,748.65,6,"$100,000+",17500,Employed,Scientist,238,TX,Pearland,2,70000,0,0,1,1,0,26,0,FALSE,760-779,0.2334,TRUE,0.2334,23416.6667,A
306,35000,35000,0.1089,0.1417,60,776.61,6,"$100,000+",15000,Employed,Nurse (RN),46,CA,Stockton,1,19000,0,0,0,0,0,49,0,FALSE,740-759,0.0998,TRUE,0.0998,19166.6667,A
307,21000,21000,0.053,0.0795,36,641.72,5,"$75,000-99,999",6666.6667,Employed,Other,10,NY,Flushing,1,15000,0,0,0,0,0,5,0,FALSE,800-819,0.2236,TRUE,0.2236,16166.6667,AA
308,21600,21600,0.1834,0.2179,60,564.36,6,"$100,000+",13333.3333,Employed,Construction,3,TX,Rosharon,3,39000,13309.45,0,0,0,0,6,0,FALSE,700-719,0.33,TRUE,0.33,17500,C
309,15000,15000,0.1249,0.1713,36,508.96,4,"$50,000-74,999",4833.3333,Employed,Accountant/CPA,34,LA,NEW ORLEANS,1,7875,0,0,1,1,0,24,0,FALSE,680-699,0.1451,TRUE,0.1451,12500,B
310,35000,35000,0.1349,0.1683,60,823.31,6,"$100,000+",18833.3333,Employed,Scientist,199,FL,Loxahatchee,2,45000,0,0,1,1,0,7,0,FALSE,680-699,0.1855,TRUE,0.1855,25000,B
311,25000,25000,0.1064,0.1524,36,826.07,4,"$50,000-74,999",4333.3333,Employed,Food Service,2,AZ,Peoria,2,19500,0,0,1,1,0,34,0,FALSE,720-739,0.3817,TRUE,0.3817,13000,A
312,19500,19500,0.154,0.1878,60,478.36,4,"$50,000-74,999",5416.6667,Employed,Teacher,148,OR,Sublimity,3,23000,0,0,1,1,0,9,0,FALSE,660-679,0.0726,TRUE,0.0726,12083.3333,C
313,10000,10000,0.0804,0.1258,36,318.18,4,"$50,000-74,999",5000,Employed,Truck Driver,95,NY,Central Islip,3,19200,0,0,9,9,0,33,0,FALSE,740-759,0.1885,TRUE,0.1885,10083.3333,AA
314,20000,20000,0.235,0.2839,36,789.92,6,"$100,000+",10000,Employed,Architect,47,NE,Fremont,1,20000,0,0,1,1,0,12,0,FALSE,680-699,0.4862,TRUE,0.4862,11166.6667,D
315,6000,6000,0.2869,0.3242,60,192.98,3,"$25,000-49,999",3166.6667,Employed,Clerical,277,TN,HERMITAGE,1,5000,0,0,0,0,0,2,0,FALSE,640-659,0.1506,TRUE,0.1506,7083.3333,E
316,12000,12000,0.1059,0.1386,60,264.45,3,"$25,000-49,999",3519.5833,Employed,Construction,187,FL,Tampa,1,3500,0,0,0,0,0,36,0,FALSE,740-759,0.1267,TRUE,0.1267,6609.4167,A
317,7000,7000,0.053,0.0794,36,213.91,6,"$100,000+",13500,Employed,Pilot - Private/Commercial,45,AL,Dothan,4,101400,22967.54,0,1,1,0,35,0,FALSE,820-850,0.2877,TRUE,0.2877,15500,AA
318,8000,8000,0.0959,0.1416,36,260.36,5,"$75,000-99,999",7325,Employed,Nurse (LPN),56,MN,Becker,1,7500,0,0,0,0,0,35,0,FALSE,640-659,0.0841,TRUE,0.0841,11075,A
319,25000,25000,0.1628,0.1968,60,625.08,5,"$75,000-99,999",7916.6667,Employed,Nurse (RN),259,AZ,Glendale,1,17000,0,0,0,0,0,4,0,FALSE,640-659,0.25,TRUE,0.25,12583.3333,C
320,15000,15000,0.1379,0.1846,36,518.44,5,"$75,000-99,999",7472.5,Employed,Analyst,45,MN,Cold Spring,2,50000,8908.47,0,0,0,0,16,0,FALSE,680-699,0.4616,TRUE,0.4616,12055.8333,B
321,30000,30000,0.2129,0.2482,60,833.52,6,"$100,000+",8476.3333,Employed,Nurse (RN),119,TX,Kermit,1,25000,0,0,1,1,0,40,0,FALSE,720-739,0.3766,TRUE,0.3766,13367.25,C
322,10000,10000,0.1179,0.1641,36,335.93,4,"$50,000-74,999",5416.6667,Employed,Truck Driver,264,UT,West Jordan,4,68900,12729.19,0,2,2,0,20,0,FALSE,720-739,0.4092,TRUE,0.4092,9166.6667,B
323,15000,15000,0.053,0.0795,36,458.37,4,"$50,000-74,999",4833.3333,Employed,Clerical,54,WI,Brussels,1,20000,0,0,0,0,0,8,0,FALSE,780-799,0.22,TRUE,0.22,10416.6667,AA
324,35000,35000,0.0969,0.1294,60,755.59,6,"$100,000+",30416.6667,Employed,Executive,21,MD,La Plata,3,68400,0,0,1,1,0,33,0,FALSE,720-739,0.2071,TRUE,0.2071,36333.3333,AA
325,5000,5000,0.109,0.155,36,165.83,3,"$25,000-49,999",4000,Employed,Homemaker,256,CA,Montebello,1,4000,0,0,1,1,0,33,0,FALSE,660-679,0.1372,TRUE,0.1372,6100,A
326,25000,25000,0.053,0.0794,36,763.95,4,"$50,000-74,999",4583.3333,Employed,Nurse (RN),97,TX,FORT WORTH,1,15000,0,0,0,0,0,7,0,FALSE,820-850,0.4095,TRUE,0.4095,11916.6667,AA
327,14000,14000,0.1179,0.1509,60,317.04,5,"$75,000-99,999",7514,Employed,Professional,46,FL,MERRITT ISLAND,1,10000,0,0,0,0,0,27,0,FALSE,700-719,0.1353,TRUE,0.1353,10287.3333,B
328,20500,20500,0.0959,0.1416,36,667.17,6,"$100,000+",10000,Employed,Other,42,MN,East Bethel,2,40000,0,0,0,0,0,3,0,FALSE,660-679,0.1133,TRUE,0.1133,17106.6667,A
329,30000,30000,0.0804,0.1258,36,954.55,6,"$100,000+",8500,Employed,Accountant/CPA,119,MI,Canton,1,10000,0,0,0,0,0,35,0,FALSE,720-739,0.2876,TRUE,0.2876,13083.3333,AA
330,23000,23000,0.1219,0.1682,36,777.07,5,"$75,000-99,999",7516.6667,Other,Fireman,23,MD,La Plata,1,15000,0,0,1,1,0,35,0,FALSE,680-699,0.2759,TRUE,0.2759,11266.6667,B
331,14000,14000,0.053,0.0795,36,427.81,6,"$100,000+",11083.3333,Self-employed,Self Employed,263,TX,Spring,1,5000,0,0,0,0,0,34,0,FALSE,820-850,0.2438,TRUE,0.2438,12750,AA
332,35000,35000,0.1028,0.1355,60,765.88,6,"$100,000+",8333.3333,Other,Scientist,81,IN,Indianapolis,2,70000,0,0,1,1,0,34,0,FALSE,760-779,0.1294,TRUE,0.1294,23333.3333,A
333,12000,12000,0.0894,0.135,36,386.87,6,"$100,000+",10166.6667,Employed,Other,99,PA,Greencastle,1,20000,0,0,0,0,0,15,0,FALSE,720-739,0.2788,TRUE,0.2788,14500,AA
334,35000,35000,0.0969,0.1294,60,755.59,6,"$100,000+",21666.6667,Employed,Engineer - Electrical,147,NJ,DUNELLEN,1,25000,0,0,3,3,0,9,0,FALSE,780-799,0.09,TRUE,0.09,27500,AA
335,10000,10000,0.0969,0.1294,60,215.88,6,"$100,000+",8991.25,Employed,Professional,28,MO,COUNTRY CLUB,2,41000,0,0,0,0,0,13,0,FALSE,740-759,0.2573,TRUE,0.2573,14959.75,AA
336,17000,17000,0.0804,0.1258,36,540.91,4,"$50,000-74,999",4166.6667,Employed,Sales - Retail,6,AL,Butler,1,8000,0,0,0,0,0,30,0,FALSE,760-779,0.3167,TRUE,0.3167,7500,AA
337,20000,20000,0.1628,0.21,36,715.84,4,"$50,000-74,999",5026.6667,Employed,Tradesman - Mechanic,44,NJ,Blackwood,2,18500,4402.64,0,0,0,0,8,0,FALSE,680-699,0.1454,TRUE,0.1454,8753.3333,C
338,15000,15000,0.1179,0.1641,36,503.89,3,"$25,000-49,999",2416.6667,Employed,Food Service,36,SC,Simpsonville,1,19000,0,0,0,0,0,16,0,FALSE,760-779,0.2012,TRUE,0.2012,8141,B
339,17500,17500,0.0969,0.1294,60,377.79,5,"$75,000-99,999",7916.6667,Employed,Construction,47,NC,Mars Hill,2,19000,7623.28,0,1,1,0,41,0,FALSE,760-779,0.2131,TRUE,0.2131,10166.6667,AA
340,7500,7500,0.053,0.0794,36,229.19,6,"$100,000+",11666.6667,Employed,Clergy,95,FL,Oviedo,3,29800,1389.76,0,2,2,0,26,0,FALSE,800-819,0.1475,TRUE,0.1475,12833.3333,AA
341,2500,2500,0.1064,0.1524,36,82.61,2,"$1-24,999",1183.3333,Other,Administrative Assistant,26,MI,Munising,3,13000,7038.5,0,0,0,0,6,0,FALSE,760-779,0.0971,TRUE,0.0971,4733.3333,A
342,10000,10000,0.1034,0.1493,36,329,4,"$50,000-74,999",4583.3333,Other,Executive,105,FL,CAPE CORAL,1,15000,0,0,1,1,0,28,0,FALSE,760-779,0.4394,TRUE,0.4394,5833.3333,A
343,4000,4000,0.1115,0.1443,60,89.28,6,"$100,000+",14583.3333,Employed,Fireman,86,NJ,Union,2,33000,0,0,0,0,0,13,0,FALSE,780-799,0.16,TRUE,0.16,19583.3333,A
344,7000,7000,0.1219,0.155,60,159.95,3,"$25,000-49,999",3501.9167,Employed,Food Service,286,MN,Clearwater,2,35000,0,0,0,0,0,6,0,FALSE,740-759,0.085,TRUE,0.085,6918.5833,B
345,21500,21500,0.0929,0.1253,60,459.89,6,"$100,000+",10500,Employed,Other,573,CA,VACAVILLE,3,46300,13423.85,0,1,1,0,21,0,FALSE,780-799,0.1787,TRUE,0.1787,18250,A
346,35000,35000,0.0929,0.1254,60,748.65,6,"$100,000+",9083.3333,Employed,Analyst,0,MD,GREENSBORO,2,48500,0,0,0,0,0,5,0,FALSE,720-739,0.0785,TRUE,0.0785,13250,A
347,5000,5000,0.0864,0.1319,36,160.49,6,"$100,000+",11583.3333,Employed,Skilled Labor,163,NY,New York,5,38600,0,0,59,58,1,27,0,FALSE,760-779,0.22,TRUE,0.22,17500,AA
348,13000,13000,0.0954,0.1411,36,422.78,3,"$25,000-49,999",2166.6667,Other,Food Service,31,TN,Chattanooga,3,41000,0,0,1,1,0,5,0,FALSE,760-779,0.2991,TRUE,0.2991,3616.6667,AA
349,32000,32000,0.0909,0.1233,60,681.32,6,"$100,000+",20000,Employed,Other,53,CA,El Cajon,2,27500,2546.95,0,0,0,0,1,0,FALSE,760-779,0.0976,TRUE,0.0976,40000,A
350,21000,21000,0.0894,0.135,36,677.02,4,"$50,000-74,999",5500,Employed,Construction,69,KS,Lacygne,3,44000,0,0,1,1,0,28,0,FALSE,740-759,0.3704,TRUE,0.3704,9500,AA
351,10000,10000,0.2264,0.2751,36,390.44,5,"$75,000-99,999",7916.6667,Employed,Nurse (RN),9,NV,Henderson,2,40000,0,0,19,19,0,19,0,FALSE,680-699,0.3067,TRUE,0.3067,18333.3333,D
352,15000,15000,0.1115,0.1444,60,334.8,6,"$100,000+",8583.3333,Employed,Truck Driver,63,KY,Grayson,1,15000,0,0,0,0,0,1,0,FALSE,740-759,0.2649,TRUE,0.2649,16916.6667,A
353,27000,27000,0.1179,0.1509,60,611.43,6,"$100,000+",8333.3333,Employed,Sales - Commission,103,FL,Miami,1,12000,0,0,0,0,0,31,0,FALSE,740-759,0.2247,TRUE,0.2247,15416.6667,B
354,10000,10000,0.1219,0.1682,36,337.86,3,"$25,000-49,999",2500,Employed,Nurse's Aide,187,MI,Utica,3,22000,998.3,0,17,17,0,35,0,FALSE,740-759,0.2858,TRUE,0.2858,11416.6667,B
355,30600,30600,0.1089,0.1417,60,678.98,5,"$75,000-99,999",6250,Employed,Accountant/CPA,65,MI,White Lake,2,22000,0,0,1,1,0,19,0,FALSE,720-739,0.1838,TRUE,0.1838,12250,A
356,15000,15000,0.1003,0.1461,36,491.29,4,"$50,000-74,999",4333.3333,Employed,Other,8,WA,Mount Vernon,25,454800,79003.83,0,0,0,0,12,1,FALSE,740-759,0.3057,TRUE,0.3057,9221.3333,A
357,35000,35000,0.0969,0.1294,60,755.59,6,"$100,000+",8333.3333,Employed,Civil Service,58,MN,Apple Valley,2,32500,0,0,0,0,0,3,0,FALSE,760-779,0.111,TRUE,0.111,17916.6667,AA
358,2000,2000,0.2204,0.2559,60,56.43,4,"$50,000-74,999",5333.3333,Other,Other,32,MS,Moss Point,1,10000,0,0,0,0,0,19,0,FALSE,660-679,0.31,TRUE,0.31,10666.6667,C
359,35000,35000,0.2064,0.2415,60,959.51,6,"$100,000+",8833.3333,Other,Dentist,20,KY,Louisville,3,53000,0,0,23,23,0,10,0,FALSE,680-699,0.3871,TRUE,0.3871,12583.3333,C
360,35000,35000,0.1349,0.1683,60,823.31,5,"$75,000-99,999",6666.6667,Employed,Truck Driver,115,TN,Lebanon,1,30000,0,0,0,0,0,4,0,FALSE,780-799,0.2126,TRUE,0.2126,13333.3333,B
361,20000,20000,0.0969,0.1294,60,431.76,4,"$50,000-74,999",5250,Employed,Social Worker,7,MI,Ludington,2,42900,0,0,0,0,0,3,0,FALSE,740-759,0.1387,TRUE,0.1387,9833.3333,A
362,25000,25000,0.053,0.0795,36,763.95,3,"$25,000-49,999",3983.3333,Employed,Administrative Assistant,124,IN,Bloomington,2,20000,0,0,0,0,0,13,0,FALSE,800-819,0.0825,TRUE,0.0825,11466.6667,AA
363,20000,20000,0.235,0.2709,60,581.18,5,"$75,000-99,999",6666.6667,Employed,Skilled Labor,287,NC,Enfield,3,30000,0,0,0,0,0,1,0,FALSE,700-719,0.3105,TRUE,0.3105,10000,D
364,24000,24000,0.1349,0.1683,60,564.55,4,"$50,000-74,999",5166.6667,Employed,Construction,95,WA,East Wenatchee,1,4500,0,0,0,0,0,35,0,FALSE,680-699,0.2,TRUE,0.2,9833.3333,B
365,24000,24000,0.1489,0.1826,60,582.23,4,"$50,000-74,999",5439.4167,Employed,Construction,95,WA,East Wenatchee,1,4500,0,0,0,0,0,35,0,FALSE,680-699,0.1879,TRUE,0.1879,10606.0833,B
366,10000,10000,0.053,0.0795,36,305.58,5,"$75,000-99,999",7083.3333,Employed,Other,155,SC,ELGIN,1,4500,0,0,0,0,0,35,0,FALSE,820-850,0.2286,TRUE,0.2286,10833.3333,AA
367,2500,2500,0.0969,0.1427,36,81.48,4,"$50,000-74,999",4500,Other,Teacher,27,NJ,Mantua,3,29500,0,0,0,0,0,8,0,FALSE,700-719,0.1919,TRUE,0.1919,10750,A
368,20000,20000,0.1249,0.1581,60,460.09,4,"$50,000-74,999",5916.6667,Employed,Administrative Assistant,13,TX,KYLE,1,7500,0,0,0,0,0,16,0,FALSE,700-719,0.1318,TRUE,0.1318,10583.3333,B
369,32300,32300,0.0804,0.1258,36,1027.73,5,"$75,000-99,999",7919.0833,Employed,Principal,102,KS,SATANTA,1,20000,0,0,1,1,0,30,0,FALSE,740-759,0.2822,TRUE,0.2822,20094.0833,AA
370,4000,4000,0.1564,0.2035,36,141.9,5,"$75,000-99,999",7083.3333,Employed,Nurse (RN),70,ID,Jerome,2,20000,0,0,0,0,0,30,0,FALSE,680-699,0.4476,TRUE,0.4476,11666.6667,C
371,15000,15000,0.0969,0.1426,36,488.88,4,"$50,000-74,999",5616.6667,Employed,Teacher,8,TX,Aubrey,2,12500,0,0,2,2,0,24,0,FALSE,680-699,0.2643,TRUE,0.2643,12290.6667,A
372,10000,10000,0.0804,0.1258,36,318.18,6,"$100,000+",20416.6667,Employed,Retail Management,104,TX,Spring Branch,4,96000,14523.38,0,1,1,0,9,0,FALSE,720-739,0.2792,TRUE,0.2792,22416.6667,AA
373,20000,20000,0.0924,0.138,36,647.6,3,"$25,000-49,999",3666.6667,Employed,Professional,13,WI,Hustisford,1,11000,0,0,0,0,0,0,0,FALSE,720-739,0.2294,TRUE,0.2294,10946.6667,AA
374,20000,20000,0.2264,0.2751,36,780.88,3,"$25,000-49,999",2300,Employed,Sales - Retail,238,PA,Lilly,3,14500,1912.75,0,0,0,0,23,0,FALSE,700-719,0.4378,TRUE,0.4378,6300,D
375,10500,10500,0.0804,0.1258,36,334.09,4,"$50,000-74,999",5416.6667,Employed,Truck Driver,275,CA,ONTARIO,2,13500,2582.6,0,0,0,0,14,0,FALSE,740-759,0.11,TRUE,0.11,10416.6667,AA
376,15000,15000,0.2764,0.3263,36,625.65,6,"$100,000+",11157.25,Employed,Social Worker,56,CA,Lincoln,2,11000,0,0,1,1,0,12,0,FALSE,660-679,0.2989,TRUE,0.2989,19730.9167,D
377,35000,35000,0.0864,0.132,36,1123.45,6,"$100,000+",13333.3333,Employed,Construction,270,MN,Hopkins,1,35000,0,0,0,0,0,17,0,FALSE,760-779,0.3825,TRUE,0.3825,21666.6667,AA
378,15000,15000,0.053,0.0794,36,458.37,6,"$100,000+",13416.6667,Employed,Teacher,67,CA,SN BERNRDNO,2,11500,2901.46,0,0,0,0,16,0,FALSE,780-799,0.1788,TRUE,0.1788,26833.3333,AA
379,23000,23000,0.0909,0.1233,60,489.7,6,"$100,000+",13250,Employed,Executive,265,TX,MCKINNEY,2,46500,0,0,6,6,0,6,0,FALSE,800-819,0.1293,TRUE,0.1293,17916.6667,A
380,15500,15500,0.1628,0.21,36,554.78,6,"$100,000+",9166.6667,Employed,Other,87,MN,Lakeville,3,47000,0,0,0,0,0,18,0,FALSE,680-699,0.0671,TRUE,0.0671,16250,C
381,16500,16500,0.1249,0.1581,60,379.58,5,"$75,000-99,999",8166.6667,Employed,Engineer - Mechanical,114,NM,Albuquerque,1,11500,0,0,0,0,0,35,0,FALSE,640-659,0.123,TRUE,0.123,20000,B
382,10000,10000,0.0999,0.1325,60,217.37,3,"$25,000-49,999",3706.6667,Employed,Analyst,87,MS,Saltillo,1,9500,0,0,0,0,0,4,0,FALSE,720-739,0.1297,TRUE,0.1297,6826.6667,A
383,10000,10000,0.1179,0.1641,36,335.93,6,"$100,000+",12500,Employed,Executive,121,MO,Grain Valley,5,103300,27976.67,0,7,7,0,1,0,FALSE,740-759,0.4211,TRUE,0.4211,16833.3333,B
384,11000,11000,0.0969,0.1294,60,237.47,4,"$50,000-74,999",5000,Other,Car Dealer,83,KS,WELLINGTON,1,10000,0,0,0,0,0,15,0,FALSE,720-739,0.0809,TRUE,0.0809,6250,AA
385,35000,35000,0.053,0.0794,36,1069.53,6,"$100,000+",8400,Other,Pilot - Private/Commercial,17,NJ,Mount Laurel,1,35000,0,0,1,1,0,57,0,FALSE,820-850,0.321,TRUE,0.321,21561.5,AA
386,27500,27500,0.1249,0.1581,60,632.63,5,"$75,000-99,999",7083.3333,Employed,Construction,251,NV,Pahrump,2,17000,0,0,0,0,0,12,0,FALSE,740-759,0.2673,TRUE,0.2673,9166.6667,B
